Medallion,HackLicense,VendorID,RateCode,StoreAndFwdFlag,PickupDateTime,DropoffDateTime,PassengerCount,TripTimeInSecs,TripDistance,PickupLongitude,PickupLatitude,DropoffLongitude,DropoffLatitude,PaymentType,FareAmount,Surcharge,MtaTax,TollsAmount,TotalAmount,TipAmount,Tipped,TipClass
B248535CA4D85DCC8333358F5F9AC409,443019E054A6E605A1196A8D4C4855B1,VTS,1,""""" ",7/19/2013 18:40,7/19/2013 18:52,1,720,3.24,-73.957031,40.76215,-73.98246,40.733086,CRD,12.5,1,0.5,0,15.5,1.5,1,1
A7C76FF488E0BCCABEABC173FB8FB5DB,2C0D328B34CE276263A82D277CCD15E7,VTS,1,""""" ",2/1/2013 7:00,2/1/2013 7:10,6,600,2.12,-73.987511,40.732548,-74.008141,40.719952,CRD,9.5,0,0.5,0,11,1,1,1
974F97B4963E1430130F1CDC8A9A4486,5D381E315778521FC89CD7686D939B1A,VTS,1,""""" ",10/17/2013 11:28,10/17/2013 11:34,5,360,0.78,-73.96241,40.776176,-73.951881,40.776302,CRD,5.5,0,0.5,0,7.1,1.1,1,1
03E147B9675557325B8C7EBC717E0F46,C45BE5546019190834B53A1BBE7B2C72,VTS,1,""""" ",6/9/2013 0:57,6/9/2013 1:12,5,900,2.85,-73.985596,40.723309,-74.014046,40.713791,CRD,13,0.5,0.5,0,16.7,2.7,1,1
7AC504272B66F74A37B68F231C47AA93,1C8E7D9D7D75A1FEFCFC36AA4E8D8F01,VTS,1,""""" ",1/2/2013 20:50,1/2/2013 21:09,5,1140,10.17,-74.005486,40.727341,-73.936066,40.849796,CRD,29.5,0.5,0.5,0,38,7.5,1,2
0B593CED4C3F363DD4ED3F745B651CB1,A943DDA6621345922B0D7899053C7E25,VTS,1,""""" ",9/23/2013 17:48,9/23/2013 18:03,1,900,3.11,-73.958672,40.775066,-73.967613,40.806149,CRD,13,1,0.5,0,17.3,2.8,1,1
B33E704CC189E80C9671230C16527BBC,5266A1CA6971CFFC49E8D25C49ABB8CE,VTS,1,""""" ",5/21/2013 16:23,5/21/2013 16:29,6,360,0.67,-73.9552,40.788536,-73.95401,40.782238,CRD,5.5,1,0.5,0,9,2,1,1
93EAAA1BBD17291497E46EE7E008EE47,67390BD6DDB3C609623EAD30F74FD159,CMT,1,N  ,6/23/2013 15:47,6/23/2013 15:54,1,422,1.8,-73.975624,40.752422,-73.956474,40.766949,CRD,8,0,0.5,0,9.5,1,1,1
ACA8D9C13DF158EDDE9B834A10CF29B1,CF27EBB2E57FC158EBED2DBD6D67EC9D,CMT,1,N  ,9/6/2013 18:53,9/6/2013 19:03,1,590,2.1,-73.964653,40.760529,-73.97818,40.734257,CRD,9,1,0.5,0,12.6,2.1,1,1
6AF1B398D6B518C8BC9FFAC02FA05213,9205B7C1283D668497C105817E9A090D,VTS,1,""""" ",9/4/2013 17:33,9/4/2013 17:51,2,1080,2.25,-73.966599,40.767036,-73.988945,40.745007,CRD,13,1,0.5,0,17.3,2.8,1,1
EEC6BFC172E26769AC9CC7FA93F65BA0,E821E1D023A7567F50284CBEF5FD608E,VTS,1,""""" ",5/21/2013 18:28,5/21/2013 18:33,1,300,0.86,-73.968887,40.791088,-73.970055,40.799744,CRD,5.5,1,0.5,0,8,1,1,1
9F4FB96377F878261E81ACF607366AE7,D9F5D007E01B9D514BE1FD72ED533B94,CMT,2,N  ,7/10/2013 8:04,7/10/2013 8:58,1,3289,20.3,-73.780525,40.646057,-73.972359,40.793041,CSH,52,0,0.5,5.33,57.83,0,0,0
0CFA82B6C8EBE798637305981D3C557E,6C98131BEDC46B60DE1FAAC711BF4F5E,VTS,1,""""" ",11/26/2013 12:41,11/26/2013 12:51,1,600,1.46,-73.990356,40.734879,-73.974274,40.748219,CSH,8,0,0.5,0,8.5,0,0,0
AFC91ABDC9E6A0381B1E2A77ECD8D8F1,218E0A7D0232E54A14262B1B8A8AF64C,VTS,1,""""" ",5/10/2013 18:45,5/10/2013 18:53,1,480,1.1,-73.974251,40.740017,-73.98893,40.741394,CRD,7.5,1,0.5,0,10.5,1.5,1,1
76EF61D8B2137BEBA8815A07F4FAB418,A9A75524024B703BAF4A04914B6F6E2B,VTS,1,""""" ",7/30/2013 14:01,7/30/2013 14:26,6,1500,7.6,-73.967819,40.792263,-73.989899,40.714066,CRD,25,0,0.5,0,30.5,5,1,1
30DF30D01115A1DFB8BD2EC4257B3BC2,5D649E88896F51A4A5ABAC521800D012,CMT,1,N  ,5/29/2013 20:12,5/29/2013 20:22,1,634,2.6,-73.975777,40.788769,-74.000671,40.757694,CRD,11,0.5,0.5,0,15,3,1,1
714EC144CAADB8129B9B7786A0077DFD,052C966F82A2B106DC6414C453AD7CE6,VTS,1,""""" ",8/28/2013 14:21,8/28/2013 14:33,1,720,0.74,-73.97583,40.759724,-73.972382,40.761562,CSH,8.5,0,0.5,0,9,0,0,0
C901A9DE8D66C4F05813EB48C50F0686,10E1D1418B5B22C82255FFC638547625,VTS,1,""""" ",5/2/2013 13:19,5/2/2013 13:23,1,240,0.56,-74.001358,40.731213,-74.006447,40.731739,CRD,4.5,0,0.5,0,5,0,0,0
2787552EA085BB6B254E24C626AA2160,7EE168496FEEA1212B84511B81E5459F,CMT,1,N  ,1/22/2013 17:43,1/22/2013 17:55,1,756,1,-73.98616,40.740528,-73.997444,40.749779,CRD,9,1,0.5,0,12.6,2.1,1,1
B6D017202CE202513CF36122074E2526,533D81776F696766237987E89025042A,VTS,1,""""" ",7/28/2013 0:58,7/28/2013 1:05,1,420,1.18,-74.009445,40.738167,-73.995491,40.746384,CRD,7,0.5,0.5,0,8.5,0.5,1,1
58D6C020275352AAB23FE13BCAB2D674,9369B5E2D92F58F347EA5ABE6B596AC6,VTS,1,""""" ",3/6/2013 10:45,3/6/2013 10:54,2,540,1.54,-73.988647,40.754349,-73.972908,40.761742,CRD,8.5,0,0.5,0,10.7,1.7,1,1
38F5A2BD3621DD0A0A72384644480273,12F39D3E8796105F6019FBCC5813FB36,CMT,1,N  ,8/27/2013 17:43,8/27/2013 17:50,1,403,2.1,-73.978477,40.782982,-73.957085,40.805702,CRD,8,1,0.5,0,11.4,1.9,1,1
165B78B278F6B8936BF3C8063E3B87F0,10E8C1F7752C19AA003B88209D83EFB9,CMT,1,N  ,10/28/2013 10:14,10/28/2013 10:23,1,583,1.1,-74.000099,40.745983,-73.984192,40.738541,CSH,8,0,0.5,0,8.5,0,0,0
2A7C1AF76D40C1D22AFD91EB8D4D7BAF,AE36F4D3D58D00105F9626F6779E1A79,VTS,1,""""" ",8/13/2013 11:56,8/13/2013 12:11,1,900,2.88,-73.96505,40.806023,-73.953117,40.782791,CSH,13.5,0,0.5,0,14,0,0,0
669636011AD44F8C8D8F397F2E8523FE,82349B9D90FD44FC1AF11A99CA76C549,CMT,1,N  ,6/18/2013 17:13,6/18/2013 17:23,1,611,1.6,-73.977371,40.77932,-73.959122,40.772465,CSH,9,1,0.5,0,10.5,0,0,0
13A81203CC6ECCA6CEA27DA11A604BC7,1DB81175EBE51C8A39FE7473849DE28F,VTS,1,""""" ",11/1/2013 11:27,11/1/2013 11:50,3,1380,8.85,-73.862785,40.768784,-73.97554,40.744694,CRD,27,0,0.5,5.33,39.3,6.47,1,2
1F38CEA41417422E863CA6AA475C5939,294FDDAB5C1EF50AA557F98637A3F3D3,CMT,1,N  ,9/15/2013 9:29,9/15/2013 9:51,1,1300,10.4,-73.998428,40.75074,-73.861977,40.768585,CRD,31.5,0,0.5,5.33,37.33,0,0,0
8D7B834B36839364EA5BECB07812583F,16681153B22FA54B76717989FA942BAD,CMT,1,N  ,5/25/2013 23:54,5/26/2013 0:05,1,658,1.6,-73.997826,40.722649,-74.002251,40.738499,CRD,9,0.5,0.5,0,11,1,1,1
42B6719514A5414A6E6A97AB6D17B8F6,961D91DC9780BB219A97E3715FFCBCF8,CMT,1,N  ,12/8/2013 0:37,12/8/2013 0:50,1,755,2.4,-73.973076,40.752857,-74.001694,40.737556,CRD,11,0.5,0.5,0,14.4,2.4,1,1
26FC1764E8F96A8233F8C77F21D4161A,D8512BDC6E6DBF909DCC78174F02DA41,CMT,1,N  ,2/1/2013 20:53,2/1/2013 21:08,1,890,1.9,-73.97963,40.746597,-74.003899,40.73764,CRD,11,0.5,0.5,0,13,1,1,1
7AA7309257CD2500A5885C1368356E47,0B94FEAF1667D1321ABD51AAE87CEA2B,VTS,1,""""" ",2/8/2013 8:55,2/8/2013 9:13,1,1080,2.66,-73.99192,40.725876,-73.99231,40.75378,CRD,13.5,0,0.5,0,17.38,3.38,1,1
49517D78029A8BCBCFD1D21B725726D8,4C333DC7DB01EDDD040163E4DB31E754,CMT,1,N  ,11/7/2013 14:13,11/7/2013 14:36,1,1395,1,-73.986443,40.766975,-73.974022,40.76329,CRD,14,0,0.5,0,18.12,3.62,1,1
F6AC5ED8F624EC43788EA84D9979379C,241AB3536C3494045D967E758844F5B6,VTS,1,""""" ",3/4/2013 20:35,3/4/2013 20:42,5,420,1.35,-73.983978,40.743427,-73.999786,40.73772,CRD,7.5,0.5,0.5,0,9.5,1,1,1
01BD10395EF30144C3731CF21ECFB2E1,1E5C036074BE721C176519B74E120564,VTS,1,""""" ",12/10/2013 16:30,12/10/2013 16:41,2,660,1.28,-73.987274,40.738831,-73.978973,40.753372,CRD,8.5,1,0.5,0,11.9,1.9,1,1
638DE546EB32ADF9918A33040A20F9E3,D60553B8F27ECFBCEE4360F3796F50A5,VTS,1,""""" ",4/6/2013 12:56,4/6/2013 13:07,1,660,2.04,-73.997589,40.756596,-74.00016,40.735043,CRD,10,0,0.5,0,12.5,2,1,1
F003B055B21DB1BF03FF509D9843B3B0,F3B595F74E76AEEEC7A16AF3AB268CA5,CMT,1,N  ,11/23/2013 14:56,11/23/2013 15:18,1,1331,3.6,-73.967117,40.766838,-74.001671,40.72493,CSH,17,0,0.5,0,17.5,0,0,0
FD3BA4AA4E1125787E8D857AF30C837D,22E6178BD36E3AB5E6795CADF33AE191,CMT,1,N  ,5/3/2013 8:43,5/3/2013 8:48,1,299,0.6,-73.983368,40.7663,-73.990295,40.769993,CRD,5,0,0.5,0,6.85,1.35,1,1
028C1A7E547FFC366CC47FCA25E9170B,A5F01E598EAB0E01EDFE31526B5427CC,CMT,1,N  ,12/18/2013 0:14,12/18/2013 0:18,1,196,0.9,-73.977623,40.746437,-73.982239,40.736149,CRD,5,0.5,0.5,0,7.2,1.2,1,1
79A1C05EF5F3A0F4C2E6DB9FC4B590C0,70D848A84833ED4C1F80B5C2D5C567F4,CMT,1,N  ,5/19/2013 12:13,5/19/2013 12:17,1,262,0.1,-73.962379,40.755344,-73.965225,40.754993,CSH,4.5,0,0.5,0,5,0,0,0
D41FE9C83BC4987B29310815CC2F1BCE,C579773E663BBFF0C65ABF0DAAC0AFC5,CMT,1,N  ,3/9/2013 11:35,3/9/2013 12:12,1,2244,13.7,-73.990166,40.734642,-73.856682,40.867996,CSH,42,0,0.5,0,42.5,0,0,0
7EDA0E073008F170A7824F5E24CF39C5,44D34018D5EF740F7D17810B91E99FEC,CMT,1,N  ,8/10/2013 17:21,8/10/2013 17:25,1,272,0.9,-74.001198,40.741409,-73.990273,40.747482,CRD,5.5,0,0.5,0,7.8,1.8,1,1
EDBB0F6738D87ED06285908DC8078EFC,8A9B5C7AE2BEA1BAEFA3526F7BDC8B09,CMT,1,N  ,12/29/2013 2:52,12/29/2013 3:15,2,1412,7.5,-73.981712,40.763519,-73.948486,40.825684,CSH,25,0.5,0.5,0,26,0,0,0
BA785A820F2E4EFFA44DB1C618013185,FF4BB79A634B413746830C0095A36F3F,CMT,2,Y  ,7/28/2013 14:54,7/28/2013 15:28,3,2039,21.6,-73.976212,40.733459,-73.784996,40.643173,CSH,52,0,0.5,5.33,57.83,0,0,0
49DA8DB3AA5EDB1E24E056276651DD21,F70CBA193268E683BBECA026F75062CC,CMT,1,N  ,3/31/2013 10:17,3/31/2013 10:27,1,566,2,-73.995857,40.733006,-73.97818,40.751469,CRD,9.5,0,0.5,0,12,2,1,1
5C5F4F4E603A0E754E425748D0417B1E,4A249BEC7827EB7633574704D8BCE794,CMT,1,N  ,6/27/2013 5:02,6/27/2013 5:18,2,949,14.1,-73.921272,40.766895,-73.777832,40.644791,CRD,38,0.5,0.5,0,45,6,1,2
81528BB1EF6808390D1347F8AF7BE747,AAFE4194772FED974DED730E23C1AD33,CMT,1,N  ,4/1/2013 8:21,4/1/2013 8:33,1,732,4.6,-73.979439,40.743969,-74.010246,40.708092,CRD,15.5,0,0.5,0,19.2,3.2,1,1
2905ABD21DF99EA5B9741EA063266632,EABE16B5596DBA21F2731DC0A041AC3D,VTS,1,""""" ",2/6/2013 21:00,2/6/2013 21:24,1,1440,7.02,-73.974236,40.731064,-73.966476,40.808197,CSH,24,0.5,0.5,0,25,0,0,0
01D8C877762B42B4F375E1449019CC79,586BF5DFF08794B20F1B22BE379933A2,VTS,1,""""" ",1/19/2013 20:02,1/19/2013 20:09,6,420,1.93,-73.988953,40.741165,-73.971252,40.762897,CSH,8,0.5,0.5,0,9,0,0,0
4A122500A2386661E8D907F8A8B9478F,D436052D7BF9F689A188D65D59ED3BFF,CMT,1,N  ,3/25/2013 8:02,3/25/2013 8:11,1,526,1.1,-73.981636,40.740936,-73.987175,40.752117,CRD,7.5,0,0.5,0,9,1,1,1
EC5BFA0833916492209A84280A4CA7FA,6CB00A05E3311C115E5D3D39F5FE87C2,VTS,1,""""" ",2/28/2013 9:01,2/28/2013 9:15,1,840,1.47,-73.969513,40.757542,-73.981888,40.766777,CRD,9.5,0,0.5,0,11.9,1.9,1,1
2943572EF811593379A94BE6D657557F,EDFAA189209D17D27CE6F479351D3F35,VTS,1,""""" ",2/11/2013 7:43,2/11/2013 7:47,2,240,0.82,-74.003593,40.726948,-74.007751,40.719933,CRD,4.5,0,0.5,0,6.5,1.5,1,1
536453FE513678DB28BB8DB8E0C97EB1,23F4F0560F86B0FE5CACEFF18F45A6AF,CMT,1,N  ,2/17/2013 16:24,2/17/2013 16:29,2,283,0.9,-73.959694,40.770966,-73.947029,40.771805,CSH,5.5,0,0.5,0,6,0,0,0
EC36F8A8F6CB5E949D272C6DA2FB126D,B79FF5B14023E3D0988054B6C6E57403,VTS,1,""""" ",4/17/2013 15:36,4/17/2013 15:45,1,540,1.49,-74.002281,40.749924,-73.993088,40.737556,CRD,8,0,0.5,0,9.5,1,1,1
9C5217EB3E8AAACF4A8DA4E31F5F4CE4,A9C570EAA4F37809B69A781122FD2CBA,VTS,1,""""" ",1/8/2013 16:56,1/8/2013 17:05,1,540,1.4,-73.970253,40.762272,-73.976318,40.7757,CRD,8,1,0.5,0,11.3,1.8,1,1
2A9D60D746CC8C9F1DADE65B9BCE76CB,9A4A27C5444B0714D46B81E2A0DF5A9A,CMT,1,N  ,12/13/2013 23:44,12/13/2013 23:51,1,394,1.3,-73.958801,40.716885,-73.968979,40.709133,CRD,6.5,0.5,0.5,0,9,1.5,1,1
44317C1AFD97BA6159208B411074C838,584A8069F9E442127766CBC26EE82E62,CMT,1,N  ,8/27/2013 10:31,8/27/2013 10:44,3,772,2.3,-73.982521,40.762699,-74.00827,40.748695,CSH,11,0,0.5,0,11.5,0,0,0
816A4F817D04216049B069E218182040,184C1F9743D39DB282040A0EFE6F427E,CMT,1,N  ,5/3/2013 9:22,5/3/2013 9:29,1,386,1.9,-73.992485,40.724319,-74.004402,40.72438,CSH,6,0,0.5,0,6.5,0,0,0
AE4C870C6F0D57E3C9E1BBB8841DB28A,B0B1A680BE3F3B581E1F5AD2137FB87D,VTS,1,""""" ",8/23/2013 20:24,8/23/2013 20:25,5,60,0.7,-73.981575,40.741032,-73.975983,40.748627,CRD,4,0.5,0.5,0,5.9,0.9,1,1
8FCED8833E91F75673B4B4B4A7D720AB,90524EEC2805E30A41B1DFA0900896A4,CMT,1,N  ,5/15/2013 15:14,5/15/2013 15:37,2,1383,3.1,-74.00219,40.729584,-73.984398,40.767372,CRD,16,0,0.5,0,16.5,0,0,0
A614810E4C8DB5D24EF62F55995648BD,BCF6A9D98B89D59FC37DE105CB64CD37,VTS,1,""""" ",8/19/2013 18:24,8/19/2013 18:35,2,660,2.4,-73.978325,40.73724,-73.955086,40.765003,CRD,9.5,1,0.5,0,12,1,1,1
9AC88BB4F00373488FA9A825AAC713B4,6BA8BF01DBA4682E21F57955E89542CD,VTS,1,""""" ",5/27/2013 11:36,5/27/2013 11:48,1,720,7.07,-73.862846,40.768864,-73.817169,40.712711,CRD,21,0,0.5,0,25.7,4.2,1,1
AFDBA8CB4AE1DA7D1247DD7F3308B4B4,BE20D4884D036FA389E5F8C109F6517A,VTS,1,""""" ",5/9/2013 11:54,5/9/2013 12:11,1,1020,1.76,-73.973465,40.758022,-73.989944,40.741043,CRD,12,0,0.5,0,13.5,1,1,1
EEA12339E6C8E161D2AAA3FC3B44F202,CDFA81777715A37AD1122E88C2306B77,CMT,1,N  ,2/1/2013 10:54,2/1/2013 11:01,1,447,1,-73.991577,40.749954,-73.995773,40.759159,CSH,7,0,0.5,0,7.5,0,0,0
CB80D176F6CD9006FFF14E02BAC57373,A2286EF141375017145EE97712AF7B03,CMT,1,N  ,2/7/2013 18:40,2/7/2013 18:54,4,831,1.3,-73.979698,40.765877,-73.963303,40.754852,CRD,10,1,0.5,0,13.8,2.3,1,1
3B26D0D0A99C09AB80BBB6AC8C506774,21DA29E6EBE74EF8A67872477C6DC801,CMT,1,N  ,7/8/2013 17:13,7/8/2013 17:26,1,779,1.9,-73.973335,40.757786,-73.986877,40.734962,CSH,10.5,1,0.5,0,12,0,0,0
A02946A94C960AF041A251269D57C0B4,87B3034249BC9D673BA6A374BDC93DBE,VTS,1,""""" ",4/13/2013 19:34,4/13/2013 19:51,1,1020,3.42,-73.980499,40.724003,-73.959663,40.718063,CRD,14.5,0,0.5,0,16.5,1.5,1,1
ECB99E39D0FEBA1938CEB2C5696CB9B1,1C947034A0614D5C2AA2D3D8F307D5DE,VTS,1,""""" ",7/18/2013 21:30,7/18/2013 21:47,1,1020,3.73,-74.0009,40.728977,-73.975693,40.782093,CSH,15.5,0.5,0.5,0,16.5,0,0,0
E4CC3801D794225BC64E428388BF76BB,CAC6D69283EF80C3456B838EEC5C5937,CMT,1,N  ,3/1/2013 14:29,3/1/2013 14:43,1,870,4.2,-74.014984,40.713921,-73.985374,40.761906,CRD,15.5,0,0.5,0,19.2,3.2,1,1
91E9C40ADC74DC5A5FE7F6178EAF6EC4,02C0062F424CF2BDD078A8CE8B2C6C52,CMT,1,N  ,9/25/2013 19:00,9/25/2013 19:09,1,510,0.9,-73.985817,40.759663,-73.984779,40.770565,CSH,7,1,0.5,0,8.5,0,0,0
8D387FEBC81EA271649389F444056181,E6066D25E3CC59E5EEDE6607AAA2B114,CMT,1,N  ,10/30/2013 14:16,10/30/2013 14:39,1,1357,2.4,-74.005836,40.717575,-73.988243,40.750481,CRD,15.5,0,0.5,0,19.2,3.2,1,1
D7A7BA0F3EBF2953C37AA457EBCDA941,188AF1A05E9B164C5023336546CE688C,CMT,1,N  ,7/1/2013 22:29,7/1/2013 22:37,1,498,1.5,-73.977936,40.725361,-73.980118,40.742481,CRD,8,0.5,0.5,0,10.8,1.8,1,1
96C9190552626FA6F6B3B00829FAFF50,2F070EB6F73D01F10DA186B3EA2FE847,CMT,1,N  ,6/17/2013 10:16,6/17/2013 10:55,3,2356,11,-73.864037,40.769901,-73.977493,40.754631,CSH,35.5,0,0.5,5.33,41.33,0,0,0
26C5365B5F8A4495DA0A261F926C53DB,36C273E2D11F5791562657AD5AD71C98,VTS,1,""""" ",4/21/2013 20:52,4/21/2013 21:16,1,1440,3.59,-73.993713,40.727112,-73.949898,40.717438,CRD,17.5,0.5,0.5,0,22.1,3.6,1,1
9CE5014709064EDAEEC1290F91926792,4C904ACEE88D2913673A16266EA3C7A0,CMT,1,N  ,2/20/2013 7:00,2/20/2013 7:04,1,219,1,-73.965271,40.763542,-73.95961,40.77425,CSH,5,0,0.5,0,5.5,0,0,0
237F9BD3D5A9E629D94370E0914E58AD,681BBBAACF52F514ECF2C3365E8C68D4,CMT,1,N  ,10/25/2013 19:55,10/25/2013 20:06,1,639,2.1,-74.00354,40.732487,-74.00753,40.705399,CRD,9.5,1,0.5,0,12,1,1,1
C0FC912105A551B59F979827B9102166,40215DCDB2B80012C65CDF2C3641AEC3,CMT,1,N  ,6/13/2013 22:22,6/13/2013 22:23,1,68,0.1,-73.986374,40.750439,-73.985909,40.750832,CSH,3,0.5,0.5,0,4,0,0,0
C9228A28985B408E3A0D87967EDC951F,580BFE85500A880B34108F43D2B19E0F,VTS,1,""""" ",12/15/2013 17:48,12/15/2013 17:53,1,300,1.29,-73.994827,40.759983,-73.982361,40.772949,CRD,6,0,0.5,0,7.5,1,1,1
64187531006B3D8B3831D91CD6AB3FD4,871C25EC0B8BF4BC8EF4CD3A79DD6BC8,CMT,1,N  ,6/17/2013 18:07,6/17/2013 18:21,1,811,2.8,-73.975548,40.744682,-73.946915,40.776165,CRD,11.5,1,0.5,0,14,1,1,1
146F5194F754A39775C98E78784F42E4,B14F59ECED0D57FC3010E7682CA65167,CMT,1,Y  ,6/16/2013 16:02,6/16/2013 16:28,1,1555,6.1,-73.989876,40.741856,-73.989075,40.688511,CRD,22.5,0,0.5,0,26,3,1,1
22908753E00888CC219C875C8D5BC4F6,A751E0E1593F95BC462BA113AAD12FE6,CMT,1,N  ,12/16/2013 0:10,12/16/2013 0:11,1,96,0.5,-73.973686,40.747517,-73.979523,40.742561,CSH,3.5,0.5,0.5,0,4.5,0,0,0
8EC410E88AD7C84EEB7C1845FD7959E2,B8FF93D3B0A17F8E5DBE7104C33A0B1F,VTS,1,""""" ",5/21/2013 13:26,5/21/2013 13:30,1,240,0.4,-73.990578,40.719414,-73.996178,40.719318,CSH,4.5,0,0.5,0,5,0,0,0
000351EDC735C079246435340A54C7C1,9413377237F83B3FED0362EF02E49836,CMT,1,N  ,1/13/2013 0:24,1/13/2013 0:36,1,713,2.1,-73.987,40.720879,-73.973289,40.747803,CSH,10.5,0.5,0.5,0,11.5,0,0,0
1F853ACD16D9788363C0813359D4261E,4B8B85CACCF21DBC0CE1EC6CC7D36408,CMT,1,N  ,6/27/2013 18:56,6/27/2013 19:04,1,473,2.3,-73.975945,40.748981,-73.955681,40.745422,CRD,9.5,1,0.5,5.33,18.33,2,1,1
7BB584EB81171917EDD2DF1B7744F0E9,3724C3052E80FD1B302E512421928147,CMT,1,N  ,7/31/2013 5:01,7/31/2013 5:25,2,1426,9.9,-73.988274,40.723385,-73.895584,40.740005,CSH,30,0.5,0.5,0,31,0,0,0
917F9DD3994E136B5305684B4B2C2232,840CA93868BA3D5793A4DF9CD7842555,CMT,1,N  ,5/12/2013 17:53,5/12/2013 18:00,1,444,1.2,-73.99485,40.745125,-73.978943,40.744938,CRD,7,0,0.5,0,8.5,1,1,1
04DC85D795A26514CD73BAC82D308482,7EAFEC9EEC1EEE4A6E0CADB54D11F3D6,VTS,1,""""" ",10/27/2013 22:56,10/27/2013 23:09,1,780,3.36,-73.996964,40.739071,-73.962425,40.767315,CSH,13,0.5,0.5,0,14,0,0,0
1E4F223A103DF1EC0335E26FC90B8069,5C0F75078EAD95802A8D90E72009E107,VTS,1,""""" ",9/20/2013 9:15,9/20/2013 9:21,1,360,1.02,-73.984894,40.748333,-73.981361,40.738201,CRD,6.5,0,0.5,0,8,1,1,1
EC772A8C882686041534A0E94EA0EA8E,08CF6F76E7EA4F925717CB7B6BF88C9B,CMT,1,N  ,4/16/2013 14:01,4/16/2013 14:04,1,210,0.9,-73.995697,40.743862,-74.00518,40.740032,CRD,5,0,0.5,0,6.6,1.1,1,1
CD5AE45A330D7BF954CFFA3FE7857ECA,9338E12F2912BA43B0EBED56FE6D7083,CMT,1,N  ,3/4/2013 20:00,3/4/2013 20:06,1,346,0.8,-73.97509,40.741726,-73.975616,40.751289,CSH,6,0.5,0.5,0,7,0,0,0
059E5BF1D421092E005D3A74304CEED3,CA8833BDB8669A928E9C5879B24B6AF5,VTS,1,""""" ",1/27/2013 12:36,1/27/2013 12:44,5,480,1.44,-73.954903,40.778282,-73.974419,40.783211,CSH,8,0,0.5,0,8.5,0,0,0
9CD772F91EDC993515C2763BCE2BDFEC,64C44A5808BF318E8D3D672028FB35A5,CMT,1,N  ,12/18/2013 15:31,12/18/2013 16:13,1,2486,10.7,-74.009903,40.71986,-73.996017,40.624432,CRD,35,0,0.5,0,44.37,8.87,1,2
ED4709225C7DD98FA08878BF5AEB8A1B,DF864FB5EF29190E31D3E18F921A4C75,VTS,1,""""" ",6/30/2013 0:47,6/30/2013 1:09,1,1320,2.47,-73.993973,40.735397,-74.005745,40.727188,CRD,14.5,0.5,0.5,0,19.25,3.75,1,1
DD92916313BCCA1D8495E90534A7F683,90410989696FB2A358B309E6E3CCA651,CMT,1,N  ,1/6/2013 3:45,1/6/2013 3:53,1,460,1.6,-73.986961,40.764385,-73.971123,40.782745,CRD,8,0.5,0.5,0,10.5,1.5,1,1
3591DA4E49ED5705C79A8FBD75A8918A,5EFA27D90EE70F2064EF6328F97CEBE3,VTS,1,""""" ",8/18/2013 15:52,8/18/2013 15:57,6,300,1.11,-73.997765,40.725883,-73.983643,40.726925,CRD,6,0,0.5,0,7.7,1.2,1,1
77E3870CB7C4DD06693D214D7EACC1CA,637895FC870878700FC57D12B13281B1,CMT,1,N  ,6/30/2013 8:22,6/30/2013 8:27,1,300,1.2,-73.994278,40.756199,-73.993095,40.743916,CSH,6,0,0.5,0,6.5,0,0,0
07D9B361B73F6880460BB19E4FC76E32,A9EB60517C6C1E6A13D37284CA68774C,VTS,1,""""" ",3/2/2013 8:31,3/2/2013 8:43,1,720,2.38,-73.992577,40.750092,-73.996582,40.725433,CSH,11,0,0.5,0,11.5,0,0,0
BCDD2F6283E47BDE39705E342F06A751,2F8C767BF989218EA1D6F3E5A608D1DC,CMT,1,N  ,9/12/2013 8:58,9/12/2013 9:14,1,963,4.9,-73.969574,40.753502,-74.003342,40.706139,CSH,17,0,0.5,0,17.5,0,0,0
3B1C7C0AF008AD9710090A5BDB281594,E1DA5C82BE1A8DE121043CDD0E632CF0,VTS,1,""""" ",6/14/2013 11:50,6/14/2013 12:22,2,1920,10.3,-73.972481,40.756191,-73.870857,40.774078,CRD,33.5,0,0.5,5.33,46.03,6.7,1,2
E1D6302C1BAB9004D26F92803001DE50,C30A3C51505853B6A607197ACC3A66A7,CMT,1,N  ,7/8/2013 15:08,7/8/2013 15:23,1,900,2.6,-73.98542,40.744247,-73.958038,40.770088,CRD,12,0,0.5,0,13.5,1,1,1
BAD9653F855BD6BA2E3993D8F2AC6BDC,A8323E0F579035AD50A80E653F7B7495,CMT,1,N  ,9/21/2013 21:02,9/21/2013 21:16,1,857,1.8,-73.982475,40.764496,-73.993385,40.742947,CSH,11,0.5,0.5,0,12,0,0,0
00FBB78DCAB4658F65A350F3AD0D9083,45C21DD7DC65ED8C5F0D0F1357D91D73,CMT,1,N  ,5/2/2013 20:44,5/2/2013 21:10,1,1535,5.1,-74.007072,40.715366,-73.95388,40.743462,CRD,20.5,0.5,0.5,5.33,32.19,5.36,1,2
CF8F1147A7626B0624D2E032E52F61C9,CCB07E61C931E7520879549792F8664D,CMT,1,N  ,12/30/2013 22:17,12/30/2013 22:32,1,874,4.9,-74.006256,40.740482,-73.975662,40.791988,CSH,17.5,0.5,0.5,0,18.5,0,0,0
76B07812E69C59D1354204DF7EB52A3C,02CBD66EF944EFF588EF4F4FD2F81752,VTS,1,""""" ",1/5/2013 14:15,1/5/2013 14:20,1,300,0.52,-73.978951,40.759003,-73.986458,40.75848,CSH,5,0,0.5,0,5.5,0,0,0
